"","call_date2","n"
"1153",2018-10-03,69
"1154",2018-10-15,69
"1155",2018-10-18,69
"1156",2019-01-24,69
"1157",2019-02-08,69
"1158",2019-06-15,69
"1159",2019-10-12,69
"1160",2019-11-25,69
"1161",2018-05-30,68
"1162",2018-06-02,68
"1163",2018-06-19,68
"1164",2018-07-11,68
"1165",2018-09-29,68
"1166",2018-10-14,68
"1167",2019-10-27,68
"1168",2017-06-25,67
"1169",2018-07-30,67
"1170",2018-08-02,67
"1171",2018-08-14,67
"1172",2018-08-15,67
"1173",2018-08-22,67
"1174",2018-08-29,67
"1175",2018-09-21,67
"1176",2019-02-25,67
"1177",2019-03-02,67
"1178",2018-06-13,66
"1179",2018-08-13,66
"1180",2018-10-27,66
"1181",2019-05-21,66
"1182",2019-06-21,66
"1183",2018-05-23,65
"1184",2018-11-09,65
"1185",2019-01-10,65
"1186",2019-02-10,65
"1187",2019-02-17,65
"1188",2019-03-24,65
"1189",2018-05-22,64
"1190",2018-07-13,64
"1191",2018-09-30,64
"1192",2018-10-19,64
"1193",2018-11-16,64
"1194",2019-03-05,64
"1195",2018-07-27,63
"1196",2018-08-24,63
"1197",2018-11-10,63
"1198",2018-12-13,63
"1199",2019-01-27,63
"1200",2019-06-08,63
"1201",2019-10-20,63
"1202",2019-11-26,63
"1203",2016-12-25,62
"1204",2018-06-20,62
"1205",2018-08-07,62
"1206",2018-08-26,62
"1207",2019-01-20,62
"1208",2019-05-25,62
"1209",2019-10-13,62
"1210",2019-11-23,62
"1211",2018-06-21,61
"1212",2018-06-27,61
"1213",2018-08-20,61
"1214",2018-11-22,61
"1215",2018-11-23,61
"1216",2019-01-26,61
"1217",2018-08-23,60
"1218",2018-09-25,60
"1219",2018-10-16,60
"1220",2019-03-30,60
"1221",2018-06-22,59
"1222",2018-10-06,59
"1223",2018-12-02,59
"1224",2018-12-31,59
"1225",2019-01-04,59
"1226",2019-01-28,59
"1227",2019-02-16,59
"1228",2019-06-01,59
"1229",2019-09-22,59
"1230",2019-09-28,59
"1231",2019-11-18,59
"1232",2018-05-18,58
"1233",2018-08-16,58
"1234",2018-08-30,58
"1235",2019-08-03,58
"1236",2019-11-10,58
"1237",2018-05-29,57
"1238",2018-07-02,57
"1239",2018-10-12,57
"1240",2018-10-13,57
"1241",2018-11-26,57
"1242",2018-12-30,57
"1243",2019-01-07,57
"1244",2019-02-04,57
"1245",2019-02-23,57
"1246",2019-03-09,57
"1247",2019-08-31,57
"1248",2019-11-19,57
"1249",2018-05-17,56
"1250",2018-06-05,56
"1251",2018-06-14,56
"1252",2018-06-26,56
"1253",2018-11-02,56
"1254",2018-11-27,56
"1255",2018-12-08,56
"1256",2018-06-18,55
"1257",2018-08-31,55
"1258",2018-10-20,55
"1259",2018-10-28,55
"1260",2018-12-14,55
"1261",2018-12-15,55
"1262",2018-12-21,55
"1263",2018-12-23,55
"1264",2018-12-25,55
"1265",2019-01-09,55
"1266",2018-06-07,54
"1267",2018-07-16,54
"1268",2018-07-19,54
"1269",2018-11-11,54
"1270",2018-05-21,53
"1271",2018-05-25,53
"1272",2018-05-31,53
"1273",2019-01-14,53
"1274",2018-07-28,52
"1275",2018-11-24,52
"1276",2019-01-13,52
"1277",2019-02-09,52
"1278",2018-06-11,51
"1279",2019-01-08,51
"1280",2019-11-02,51
"1281",2018-06-28,50
"1282",2018-07-03,50
"1283",2018-07-06,50
"1284",2018-08-25,50
"1285",2018-08-27,50
"1286",2018-10-07,50
"1287",2019-11-24,50
"1288",2018-05-27,49
"1289",2019-11-30,49
"1290",2019-03-31,48
"1291",2018-05-26,47
"1292",2018-07-08,47
"1293",2018-11-18,47
"1294",2018-05-20,46
"1295",2018-06-15,46
"1296",2018-08-04,46
"1297",2018-09-01,46
"1298",2018-07-01,45
"1299",2018-05-19,44
"1300",2018-07-21,44
"1301",2018-08-12,44
"1302",2019-01-22,44
"1303",2018-06-01,43
"1304",2018-07-22,43
"1305",2018-10-21,43
"1306",2018-06-23,42
"1307",2018-12-16,42
"1308",2019-01-05,42
"1309",2019-03-03,42
"1310",2019-11-09,42
"1311",2018-07-20,41
"1312",2018-11-04,40
"1313",2018-06-08,39
"1314",2018-06-30,39
"1315",2018-07-15,39
"1316",2018-08-10,39
"1317",2019-11-28,39
"1318",2018-08-03,38
"1319",2018-08-17,38
"1320",2018-06-10,37
"1321",2018-07-05,37
"1322",2018-07-07,37
"1323",2018-06-25,36
"1324",2018-06-29,36
"1325",2018-06-24,35
"1326",2018-08-05,35
"1327",2018-07-04,34
"1328",2018-06-03,33
"1329",2018-06-16,33
"1330",2018-08-19,33
"1331",2018-08-11,32
"1332",2018-07-14,31
"1333",2018-07-29,31
"1334",2018-06-17,29
"1335",2018-12-09,28
"1336",2018-08-18,27
"1337",2019-01-06,27
"1338",2018-06-09,25
"1339",2019-06-30,23
"1340",2016-03-31,10
